Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NYSE:SJW,Common Stock,SJW Group,Active,New York Stock Exchange (NYSE), 68.34 ,Common Stock,0000766829,Utilities (Primary); Utilities (Primary); Waste Water Treatment (Primary); Water Purification (Primary); Water Supply (Primary); Water Utilities (Primary); Water Utilities (Primary); Land Sub Dividers And Developers; Land Sub Dividers and Developers except Cemetery; Nonresidential Building Operators and Lessors; Real Estate; Real Estate; Real Estate Development; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors,40.90,-15.00,-21.90,-0.10,12.10,0.51,14.80,14.80,15.30,12.00,37.90,10.90,16.90,1.86,5.50
NYSE:AROC,Common Shares,Archrock Inc.,Active,New York Stock Exchange (NYSE), 9.2 ,Common Stock,0001389050,Energy (Primary); Energy (Primary); Energy Equipment and Services (Primary); Oil and Gas Equipment and Services (Primary); Oil and Gas Field Services (Primary); Oil and Gas Machinery and Equipment (Primary),40.80,3.84,-74.00,30.10,-4.67,-35.70,78.50,59.00,-19.10,-75.60,219.10,-26.60,8.43,-25.80,65.40
NYSE:GS,Common Stock,The Goldman Sachs Group Inc.,Active,New York Stock Exchange (NYSE), 339.35 ,Common Stock,0000886982; 0000904571,Capital Markets (Primary); Commodity Contract Services (Primary); Commodity Contract Trading Companies (Primary); Commodity Contracts Brokers and Dealers (Primary); Debt Underwriting Services (Primary); Diversified Financials (Primary); Equity Underwriting Services (Primary); Financials (Primary); Investment Banking (Primary); Investment Banking and Brokerage (Primary); Merger and Acquisition Advisory Services (Primary); Private Placement Advisory Services (Primary); Securities and Commodities Markets Services (Primary); Security Brokers and Dealers (Primary); Security Underwriting Services (Primary); Asset Management and Custody Banks; Diversified Financial Services; Institutional Investment Advice; Investment Advice; Investment Funds; Personal Investment Advice; Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; Specialized Finance,40.60,-14.50,-45.60,73.40,4.01,-24.00,26.40,12.00,15.50,-17.30,65.70,2.91,-21.70,3.60,67.90
NYSE:GS.PRA,PFD A 1/1000,The Goldman Sachs Group Inc.,Active,New York Stock Exchange (NYSE), 24.15 ,Preferred Stock,0000886982; 0000904571,Capital Markets (Primary); Commodity Contract Services (Primary); Commodity Contract Trading Companies (Primary); Commodity Contracts Brokers and Dealers (Primary); Debt Underwriting Services (Primary); Diversified Financials (Primary); Equity Underwriting Services (Primary); Financials (Primary); Investment Banking (Primary); Investment Banking and Brokerage (Primary); Merger and Acquisition Advisory Services (Primary); Private Placement Advisory Services (Primary); Securities and Commodities Markets Services (Primary); Security Brokers and Dealers (Primary); Security Underwriting Services (Primary); Asset Management and Custody Banks; Diversified Financial Services; Institutional Investment Advice; Investment Advice; Investment Funds; Personal Investment Advice; Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; Specialized Finance,40.60,-14.50,-45.60,73.40,4.01,-24.00,26.40,12.00,15.50,-17.30,65.70,2.91,-21.70,3.60,67.90
NYSE:GS.PRD,SHS D 1/1000,The Goldman Sachs Group Inc.,Active,New York Stock Exchange (NYSE), 24.58 ,Preferred Stock,0000886982; 0000904571,Capital Markets (Primary); Commodity Contract Services (Primary); Commodity Contract Trading Companies (Primary); Commodity Contracts Brokers and Dealers (Primary); Debt Underwriting Services (Primary); Diversified Financials (Primary); Equity Underwriting Services (Primary); Financials (Primary); Investment Banking (Primary); Investment Banking and Brokerage (Primary); Merger and Acquisition Advisory Services (Primary); Private Placement Advisory Services (Primary); Securities and Commodities Markets Services (Primary); Security Brokers and Dealers (Primary); Security Underwriting Services (Primary); Asset Management and Custody Banks; Diversified Financial Services; Institutional Investment Advice; Investment Advice; Investment Funds; Personal Investment Advice; Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; Specialized Finance,40.60,-14.50,-45.60,73.40,4.01,-24.00,26.40,12.00,15.50,-17.30,65.70,2.91,-21.70,3.60,67.90
NYSE:WST,Common Stock,West Pharmaceutical Services Inc.,Active,New York Stock Exchange (NYSE), 323.68 ,Common Stock,0000105770,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Health Care Supplies (Primary); Medical Consumables (Primary); Medical Instruments (Primary); Life Sciences Tools and Services; Life Sciences Tools and Services; Pharmaceuticals Biotechnology and Life Sciences,40.60,-8.14,-24.60,33.00,2.42,5.27,47.70,51.30,21.20,17.20,33.60,1.93,24.80,42.50,88.50
NasdaqGS:BDSI,Common Stock,BioDelivery Sciences International Inc.,Active,Nasdaq Global Select (NasdaqGS), 3.48 ,Common Stock,0001103021,Health Care (Primary); Oncology Drugs (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals Biotechnology and Life Sciences (Primary),40.60,-42.50,25.70,22.00,-6.19,-36.50,63.60,147.90,60.00,-74.80,-46.40,11.10,124.90,-3.95,-11.30
NasdaqGS:UTSI,Common Stock,UTStarcom Holdings Corp.,Active,Nasdaq Global Select (NasdaqGS), 1.35 ,Common Stock,0001030471; 0001504697,Communications Equipment (Primary); Communications Equipment (Primary); Information Technology (Primary); Technology Hardware and Equipment (Primary),40.60,-68.70,-64.20,103.00,0.49,-28.20,-35.80,-8.07,8.90,-23.90,-20.70,223.30,-29.90,-34.40,-34.40
NYSE:ETR,Common Stock,Entergy Corporation,Active,New York Stock Exchange (NYSE), 106.71 ,Common Stock,0000065984; 0000893928,Electric Power Distribution (Primary); Electric Power Generation By Fossil Fuels (Primary); Electric Power Generation By Nuclear Fuels (Primary); Electric Power Transmission and Control (Primary); Electric Utilities (Primary); Electric Utilities (Primary); Utilities (Primary); Utilities (Primary); Electric Power By Solar Energy; Gas Utilities; Gas Utilities; Hydroelectric Power Generation; Independent Power and Renewable Electricity Producers; Natural Gas Transmission; Oil and Gas Distribution; Renewable Electricity,40.60,6.88,-32.20,20.00,-4.77,-0.18,-2.97,8.05,30.10,-4.72,9.65,5.04,28.30,29.60,-22.10
NYSE:ASR,ADS EACH REPR 10 SER'B' SHS NPV,Grupo Aeroportuario del Sureste S. A. B. de C. V.,Active,New York Stock Exchange (NYSE), 178.66 ,Depository Receipt (Common Stock),0001123452,Airport Services (Primary); Airports and Airport Terminal Services (Primary); Industrials (Primary); Transportation (Primary); Transportation Infrastructure (Primary),40.50,14.80,-18.10,78.20,1.32,39.00,95.90,-6.59,38.70,27.20,28.90,5.23,-1.94,4.83,17.60
NYSE:ESS,Common Stock,Essex Property Trust Inc.,Active,New York Stock Exchange (NYSE), 297.34 ,Common Stock,0000920522,Equity Real Estate Investment Trusts (REITs) (Primary); Real Estate (Primary); Real Estate (Primary); Residential REITs (Primary),40.40,-20.40,-46.00,68.60,44.80,20.80,9.15,15.80,36.70,-0.11,10.50,-0.93,28.60,4.20,-4.77
NYSE:OII,Common Stock,Oceaneering International Inc.,Active,New York Stock Exchange (NYSE), 10.44 ,Common Stock,0000073756,Energy (Primary); Energy (Primary); Energy Equipment and Services (Primary); Oil and Gas Equipment and Services (Primary); Oil and Gas Field Services (Primary); Oil and Gas Machinery and Equipment (Primary); Capital Goods; Commercial and Professional Services; Commercial Services and Supplies; Construction and Engineering; Construction and Engineering; Construction Support Services; Diversified Support Services; Engineering and Surveying Services; Engineering Services; Industrials,40.40,53.30,-47.10,91.20,34.10,36.10,16.80,15.00,-22.60,-48.20,10.00,-37.90,-14.10,-31.90,21.70
NasdaqGS:MGPI,Common Stock,MGP Ingredients Inc.,Active,Nasdaq Global Select (NasdaqGS), 61.52 ,Common Stock,0000835011,Beverages (Primary); Consumer Staples (Primary); Distillers and Vintners (Primary); Food Beverage and Tobacco (Primary); Spirits and Liquors (Primary); Alcohol; Chemicals; Commercial and Professional Services; Commercial Services and Supplies; Commodity Chemicals; Diversified Support Services; Food Products; Industrial Organic Chemicals; Industrials; Materials; Materials; Packaged Foods and Meats; Warehousing and Storage,40.40,-66.00,-90.50,1066.70,26.40,-32.10,-29.50,38.50,176.80,51.80,94.40,70.60,7.50,-64.60,133.40
AMEX:BGI,Class A Common Stock,Birks Group Inc.,Active,NYSE MKT LLC (AMEX), 2.5 ,Common Stock,0001179821,Apparel Retail (Primary); Consumer Discretionary (Primary); Jewelry Stores (Primary); Retailing (Primary); Specialty Retail (Primary); Apparel Accessories and Luxury Goods; Collectibles Awards and Seasonal Goods; Consumer Durables and Apparel; Distributors; Distributors; Durable Goods Distribution; Fine Jewelry; Gemstones; Household Durables; Housewares and Specialties; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Jewelry; Jewelry Timepieces and Gemstone Product Distribution; Jewelry Timepieces and Gemstone Products; Online Apparel and Accessory Retail; Online Jewelry Retail; Online Specialty Retail; Textiles Apparel and Luxury Goods; Timepieces,40.30,-41.80,-93.40,100.00,112.10,-25.00,-15.20,29.30,10.40,-83.10,726.30,-31.50,-14.20,-18.30,185.90
NYSE:KRG,Common Stock,Kite Realty Group Trust,Active,New York Stock Exchange (NYSE), 20.54 ,Common Stock,0001286043,Equity Real Estate Investment Trusts (REITs) (Primary); Real Estate (Primary); Real Estate (Primary); Retail REITs (Primary),40.30,-34.90,-70.40,37.20,39.30,-8.18,45.70,-5.29,19.40,1.50,-15.70,-26.00,8.56,12.80,26.30
NYSE:MAN,Common Stock,ManpowerGroup Inc.,Active,New York Stock Exchange (NYSE), 119.8 ,Common Stock,0000062072; 0000871763,Commercial and Professional Services (Primary); Executive Placing Services (Primary); Human Resource and Employment Services (Primary); Human Resources and Personnel Management (Primary); Industrials (Primary); Professional and Management Development Training (Primary); Professional Services (Primary); Temporary Help Supply (Primary); Consulting Services; Data Processing and Outsourced Services; Information Technology; Information Technology (IT) Consulting; IT Consulting and Other Services; IT Services; Research and Consulting Services; Services Outsourcing; Software and Services; Technical Staffing and Staff Augmentation,40.20,-23.00,-50.00,93.30,20.30,-28.70,25.00,47.40,4.31,-0.07,28.20,20.20,-26.20,-7.96,31.70
NYSE:OGE,Common Stock,OGE Energy Corp.,Active,New York Stock Exchange (NYSE), 32.95 ,Common Stock,0001021635,Electric Power Distribution (Primary); Electric Power Generation By Fossil Fuels (Primary); Electric Power Transmission and Control (Primary); Electric Utilities (Primary); Electric Utilities (Primary); Utilities (Primary); Utilities (Primary); Electric Power By Solar Energy; Electric Power By Wind Energy; Energy; Energy; Gas Utilities; Gas Utilities; Independent Power and Renewable Electricity Producers; Natural Gas Transmission; Oil and Gas Distribution; Oil and Gas Pipelines; Oil and Gas Storage and Transportation; Oil Gas and Consumable Fuels; Renewable Electricity,40.20,-12.40,-29.10,76.30,34.80,12.70,13.70,27.60,-7.29,-19.30,52.00,-11.60,39.80,-7.02,-18.30
NYSE:CNMD,Common Stock,CONMED Corporation,Active,New York Stock Exchange (NYSE), 132.99 ,Common Stock,0000816956,Cardiovascular Equipment (Primary); Electrocardiographs (ECGs) (Primary); Electromedical  (Primary); Electrotherapeutic Apparatus (Primary); Gynecological and Obstetrical Instruments (Primary); Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Intensive Care Monitors (Primary); Interventional Radiology Devices (Primary); Laparoscopic Devices (Primary); Medical Testing Analyzing and Diagnostic Equipment (Primary); Orthopedic Devices (Primary); Therapeutic Devices (Primary); Health Care Supplies; Medical Consumables; Medical Instruments,40.20,-1.61,-49.60,63.20,17.90,14.70,6.31,52.30,12.10,-21.00,7.17,45.40,32.90,21.20,30.80
NYSE:AKO.A,SPON ADR-EACH REPR 6 SER'A'PRF NPV,Embotelladora Andina S.A.,Active,New York Stock Exchange (NYSE), 14.28 ,Depository Receipt (Common Stock),0000925231; 0000925261,Beverages (Primary); Bottled Water (Primary); Consumer Staples (Primary); Food Beverage and Tobacco (Primary); Juices (Primary); Soda and other Carbonated Drinks (Primary); Soft Drinks (Primary); Alcoholic Beverage and Tobacco Distribution; Alcoholic Beverage Distribution; Coffee And Tea; Consumer Discretionary; Dairy Product Stores; Distributors; Distributors; Food and Staples Retailing; Food and Staples Retailing; Food Distribution; Food Distributors; Food Products; Food Retail; Groceries and Related Product Distribution; Grocery Stores; Non-Durable Goods Distribution; Packaged Foods and Meats; Retailing; Tea,40.10,-1.21,1.21,27.20,32.20,20.50,35.00,-31.20,-18.20,25.20,24.70,19.80,-13.40,-16.20,6.15
NYSE:AKO.B,SPON ADR-EACH REPR 6 SER'B'PRF NPV,Embotelladora Andina S.A.,Active,New York Stock Exchange (NYSE), 15.89 ,Depository Receipt (Common Stock),0000925231; 0000925261,Beverages (Primary); Bottled Water (Primary); Consumer Staples (Primary); Food Beverage and Tobacco (Primary); Juices (Primary); Soda and other Carbonated Drinks (Primary); Soft Drinks (Primary); Alcoholic Beverage and Tobacco Distribution; Alcoholic Beverage Distribution; Coffee And Tea; Consumer Discretionary; Dairy Product Stores; Distributors; Distributors; Food and Staples Retailing; Food and Staples Retailing; Food Distribution; Food Distributors; Food Products; Food Retail; Groceries and Related Product Distribution; Grocery Stores; Non-Durable Goods Distribution; Packaged Foods and Meats; Retailing; Tea,40.10,-1.21,1.21,27.20,32.20,20.50,35.00,-31.20,-18.20,25.20,24.70,19.80,-13.40,-16.20,6.15
NYSE:ABG,Common Stock,Asbury Automotive Group Inc.,Active,New York Stock Exchange (NYSE), 211.33 ,Common Stock,0001144980,Automotive Retail (Primary); Consumer Discretionary (Primary); Motor Vehicle Dealers (New) (Primary); Motor Vehicle Dealers (Used) (Primary); Motor Vehicle Parts and Supply Stores (Primary); Motor Vehicle Parts Accessories and Related Retail Services (Primary); Motor Vehicle Retail (Primary); Retailing (Primary); Specialty Retail (Primary); Car Loans; Consumer Finance; Consumer Finance; Consumer Services; Diversified Consumer Services; Diversified Financials; Financials; Insurance; Insurance; Insurance Brokers; Motor Vehicle Repair and Services; Personal Credit Agencies; Personal Loan Services; Specialized Consumer Services,40.00,-44.70,-79.00,322.10,51.10,45.80,27.00,51.00,54.70,-24.90,10.70,-0.76,9.61,24.50,94.20
NYSE:PEAK,Common Stock,Healthpeak Properties Inc.,Active,New York Stock Exchange (NYSE), 33.99 ,Common Stock,0000765880,Equity Real Estate Investment Trusts (REITs) (Primary); Health Care REITs (Primary); Real Estate (Primary); Real Estate (Primary),40.00,-15.50,-33.40,70.90,32.70,14.60,28.60,-16.80,15.00,-22.90,21.60,-28.10,47.10,8.27,-1.59
NasdaqGS:CMCS.A,Class A Common Stock,Comcast Corporation,Active,Nasdaq Global Select (NasdaqGS), 54.39 ,Common Stock,0001166691,Cable And Other Pay Television (Primary); Cable and Other Pay Television Content and Programming (Primary); Cable and Satellite (Primary); Cable Broadcasting (Primary); Cable Networks (Primary); Communication Services (Primary); Digital Cable Television  (Primary); Media (Primary); Media and Entertainment (Primary); Alternative Carriers; Amusement And Recreation Services; Amusement Operations Parks and Services; Amusement Parks; Animation Production; Broadband Telecommunications Services; Broadcasting; Consumer Discretionary; Consumer Services; Digital Telecommunications Services; Diversified Telecommunication Services; Entertainment; Entertainment Production Companies; Entertainment Services; Hotels Restaurants and Leisure; Integrated Telecommunication Services; Leisure Facilities; Motion Picture and Video Production Companies; Motion Picture Distribution And Allied Services; Movies and Entertainment; Sports and Related Services; Sports Services; Sports Teams; Stadium Operators; Telecommunication Services; Television; Television Broadcasting Stations; Television Content and Programming; Television Production Companies; Theater And Opera Production Companies; Wireless Telecommunication Services; Wireless Telecommunication Services,40.00,-23.50,-32.20,31.40,53.20,18.70,38.60,31.40,16.80,1.47,29.10,-1.19,9.43,5.44,37.70
